ratio,[ 0.66321798]
Anonymous
[23.099999999999998],20.02481323109226
optimal,[ 30.19341149]
0,1.5052475656651043
0.1,1.5101424296086059
0.2,1.4704493262178633
0.30000000000000004,1.48539664919488
0.4,1.4653701674143818
0.5,1.4845072832078783
0.6,1.4793843578418278
0.7,1.4762794631367187
0.7999999999999999,1.48217814686331
0.8999999999999999,1.4898651075447287
0.9999999999999999,1.4774969072213784
1.0999999999999999,1.5554460792834102
1.2,1.6174781699047756
1.3,1.6766315117207646
1.4000000000000001,1.7625021852075007
1.5000000000000002,1.8013654477682197
1.6000000000000003,1.929243763176085
1.7000000000000004,1.9761360121278595
1.8000000000000005,2.061523989897728
1.9000000000000006,2.1362581700894943
2.0000000000000004,2.2352658394035236
2.1000000000000005,2.3359743195286291
2.2000000000000006,2.4199357220006781
2.3000000000000007,2.4897241298652162
2.400000000000001,2.5887692208856601
2.500000000000001,2.6927364963648976
2.600000000000001,2.779215484523021
2.700000000000001,2.8781077331683149
2.800000000000001,2.9684475584006274
2.9000000000000012,3.0562928088829668
3.0000000000000013,3.1633566467518315
3.1000000000000014,3.2574409980835091
3.2000000000000015,3.351950947911587
3.3000000000000016,3.4298491845244623
3.4000000000000017,3.5360341272565341
3.5000000000000018,3.6287933350015038
3.600000000000002,3.7337347693694656
3.700000000000002,3.825468865043816
3.800000000000002,3.9264176023012087
3.900000000000002,4.0073777324110731
4.000000000000002,4.1243404707280584
4.100000000000001,4.2073524942389673
4.200000000000001,4.3209477667587448
4.300000000000001,4.4149962205826476
4.4,4.5183512572717648
4.5,4.6085542651453437
4.6,4.696039083832936
4.699999999999999,4.7934429806958931
4.799999999999999,4.9111175288432616
4.899999999999999,4.9886289928773442
4.999999999999998,5.0919865550293739
5.099999999999998,5.2134366884775485
6.099999999999998,6.153695896636532
7.099999999999998,7.1492561922721736
8.099999999999998,8.1540193442488071
9.099999999999998,9.1552019544599101
10.099999999999998,10.107896743833832
11.099999999999998,10.986932657599288
12.099999999999998,11.931694649108064
13.099999999999998,12.716231450058118
14.099999999999998,13.531318822749597
15.099999999999998,14.367819065962127
16.099999999999998,15.09898849278898
17.099999999999998,15.864266185193465
18.099999999999998,16.678316475356507
19.099999999999998,17.370741586764922
20.099999999999998,18.032805393956696
21.099999999999998,18.801185106589287
22.099999999999998,19.46450206369337
23.099999999999998,20.02481323109226
