ratio,[ 0.67572844]
Anonymous
[22.099999999999998],22.763096874644763
optimal,[ 33.68675283]
0,18.506451567940132
0.1,18.448050642292241
0.2,18.380243301851323
0.30000000000000004,18.569257876042609
0.4,18.451119143967425
0.5,18.525413265584135
0.6,18.519640023676818
0.7,18.505978245404666
0.7999999999999999,18.447086232350141
0.8999999999999999,18.534910256726832
0.9999999999999999,18.491656083911632
1.0999999999999999,18.522362415732839
1.2,18.500869901897676
1.3,18.473408379971364
1.4000000000000001,18.551621024223383
1.5000000000000002,18.474726638938719
1.6000000000000003,18.487466733771878
1.7000000000000004,18.536444619704234
1.8000000000000005,18.529286205683544
1.9000000000000006,18.5293658626093
2.0000000000000004,18.397328737022328
2.1000000000000005,18.454213888361604
2.2000000000000006,18.410427861157832
2.3000000000000007,18.56501854496927
2.400000000000001,18.501017742924262
2.500000000000001,18.542125965930005
2.600000000000001,18.471655042586399
2.700000000000001,18.543378064254068
2.800000000000001,18.497411527067708
2.9000000000000012,18.499467655933714
3.0000000000000013,18.54384610720232
3.1000000000000014,18.521448299646472
3.2000000000000015,18.541552997165915
3.3000000000000016,18.486107478839646
3.4000000000000017,18.567866534065452
3.5000000000000018,18.428758992117334
3.600000000000002,18.523633606227417
3.700000000000002,18.544342241114975
3.800000000000002,18.502301869686107
3.900000000000002,18.489801427238817
4.000000000000002,18.481602317810459
4.100000000000001,18.480043123857012
4.200000000000001,18.493698973380688
4.300000000000001,18.478086845866613
4.4,18.474329167353513
4.5,18.530177040466583
4.6,18.582220724845342
4.699999999999999,18.534289168715794
4.799999999999999,18.491053385175451
4.899999999999999,18.37958256689231
4.999999999999998,18.435959492798265
5.099999999999998,18.548461520508539
6.099999999999998,18.418069199389631
7.099999999999998,18.49433793592765
8.099999999999998,18.416867678047101
9.099999999999998,18.594489324999341
10.099999999999998,18.548024750375831
11.099999999999998,18.574299427310606
12.099999999999998,18.55202491082451
13.099999999999998,18.725070808282293
14.099999999999998,18.979601279925497
15.099999999999998,19.191821761087493
16.099999999999998,19.560735725859804
17.099999999999998,19.918507465171984
18.099999999999998,20.451479240357035
19.099999999999998,20.901454758460957
20.099999999999998,21.489955305332213
21.099999999999998,22.107515538373701
22.099999999999998,22.763096874644763
