ratio,[ 0.66728972]
Anonymous
[23.099999999999998],20.0277000000031
optimal,[ 30.0135]
0,4.9974726840262882
0.1,5.0176475907561064
0.2,4.9953248127338945
0.30000000000000004,5.0011493092742478
0.4,5.0080094050625279
0.5,5.0120538575018836
0.6,5.0045153586028315
0.7,4.9901481289508931
0.7999999999999999,5.0026926046378177
0.8999999999999999,4.9935463512481553
0.9999999999999999,4.9822120027974712
1.0999999999999999,4.9973918531045216
1.2,4.9939392717905973
1.3,4.9939280211043222
1.4000000000000001,4.9995816656461338
1.5000000000000002,4.9928269253920812
1.6000000000000003,4.9945293209464445
1.7000000000000004,5.0052347396715851
1.8000000000000005,4.9875221308724802
1.9000000000000006,5.0139064018198178
2.0000000000000004,5.0017527994509532
2.1000000000000005,4.9937153472122739
2.2000000000000006,4.9950342998852806
2.3000000000000007,4.9893536778733178
2.400000000000001,5.0025215405848353
2.500000000000001,5.0003300618986355
2.600000000000001,4.9821689291817544
2.700000000000001,4.9963105306319635
2.800000000000001,4.9865131641682634
2.9000000000000012,4.9950052241765626
3.0000000000000013,4.9931385818600171
3.1000000000000014,5.0035184771090053
3.2000000000000015,4.9953228242227636
3.3000000000000016,5.0285238830278889
3.4000000000000017,5.0289566177412572
3.5000000000000018,5.0332924232333953
3.600000000000002,5.0278845179841207
3.700000000000002,5.0430099007156644
3.800000000000002,5.0508998664602291
3.900000000000002,5.0607026381332147
4.000000000000002,5.0851602811919188
4.100000000000001,5.0937222269461611
4.200000000000001,5.1141751687958248
4.300000000000001,5.1326593256104598
4.4,5.1706536833684655
4.5,5.199970380404312
4.6,5.2274951582881677
4.699999999999999,5.2810087454452956
4.799999999999999,5.3068937719205458
4.899999999999999,5.3481541849406913
4.999999999999998,5.4032153939833867
5.099999999999998,5.4500725288298426
6.099999999999998,6.1714503065473671
7.099999999999998,7.1069778728043271
8.099999999999998,8.1001447315817803
9.099999999999998,9.10000000000089
10.099999999999998,10.088890000001372
11.099999999999998,10.949040000001698
12.099999999999998,11.843480000001987
13.099999999999998,12.655910000002198
14.099999999999998,13.541640000002406
15.099999999999998,14.341980000002557
16.099999999999998,15.116290000002676
17.099999999999998,15.933780000002798
18.099999999999998,16.623040000002867
19.099999999999998,17.402010000002953
20.099999999999998,18.114120000003012
21.099999999999998,18.715700000003036
22.099999999999998,19.306560000003053
23.099999999999998,20.0277000000031
