ratio,[ 0.662]
Anonymous
[33.099999999999994],33.09999999999841
optimal,[ 50.]
0,0.50259727221286399
0.1,0.5096244295923833
0.2,0.51613748762382594
0.30000000000000004,0.54245916862374577
0.4,0.58137058651849383
0.5,0.62436000694240712
0.6,0.68119040911601847
0.7,0.74430671450663788
0.7999999999999999,0.81942342381250677
0.8999999999999999,0.9053131912117196
0.9999999999999999,0.9999999999999998
1.0999999999999999,1.1000000000002044
1.2,1.2000000000001434
1.3,1.2999999999998118
1.4000000000000001,1.3999999999997614
1.5000000000000002,1.5000000000000002
1.6000000000000003,1.600000000000254
1.7000000000000004,1.700000000000315
1.8000000000000005,1.799999999999662
1.9000000000000006,1.8999999999999788
2.0000000000000004,2.0000000000000004
2.1000000000000005,2.09999999999988
2.2000000000000006,2.2000000000004087
2.3000000000000007,2.299999999999577
2.400000000000001,2.400000000000287
2.500000000000001,2.5000000000000004
2.600000000000001,2.5999999999996235
2.700000000000001,2.700000000000468
2.800000000000001,2.799999999999523
2.9000000000000012,2.9000000000004884
3.0000000000000013,3.0000000000000004
3.1000000000000014,3.0999999999994494
3.2000000000000015,3.200000000000508
3.3000000000000016,3.2999999999995104
3.4000000000000017,3.40000000000063
3.5000000000000018,3.500000000000001
3.600000000000002,3.599999999999324
3.700000000000002,3.7000000000001223
3.800000000000002,3.7999999999999576
3.900000000000002,3.9000000000007358
4.000000000000002,4.000000000000001
4.100000000000001,4.09999999999923
4.200000000000001,4.19999999999976
4.300000000000001,4.300000000000301
4.4,4.4000000000008175
4.5,4.5
4.6,4.599999999999154
4.699999999999999,4.699999999999477
4.799999999999999,4.800000000000574
4.899999999999999,4.900000000000882
4.999999999999998,4.999999999999999
5.099999999999998,5.099999999999095
6.099999999999998,6.099999999999005
7.099999999999998,7.0999999999995
8.099999999999998,8.10000000000028
9.099999999999998,9.10000000000089
10.099999999999998,10.100000000001378
11.099999999999998,11.100000000001778
12.099999999999998,12.100000000002112
13.099999999999998,13.100000000002396
14.099999999999998,14.100000000002638
15.099999999999998,15.100000000002849
16.099999999999998,16.100000000003032
17.099999999999998,17.100000000003195
18.099999999999998,18.10000000000334
19.099999999999998,19.10000000000347
20.099999999999998,20.10000000000359
21.099999999999998,21.100000000003693
22.099999999999998,22.10000000000379
23.099999999999998,23.100000000003877
24.099999999999998,24.10000000000396
25.099999999999998,25.100000000004034
26.099999999999998,26.1000000000041
27.099999999999998,27.100000000003213
28.099999999999998,28.10000000000227
29.099999999999998,29.10000000000139
30.099999999999998,30.10000000000057
31.099999999999998,31.09999999999981
32.099999999999994,32.099999999999085
33.099999999999994,33.09999999999841
