ratio,[ 0.66574759]
Anonymous
[10.099999999999998],9.765690000001186
optimal,[ 14.66875746]
0,3.99346565452645
0.1,3.9921737056224353
0.2,3.9904409295727237
0.30000000000000004,3.9789186881960408
0.4,4.0113487696570029
0.5,3.9845815619789056
0.6,3.9743665297678183
0.7,3.9878645201143175
0.7999999999999999,4.0037934562026667
0.8999999999999999,3.9940032645790025
0.9999999999999999,3.9925560868736238
1.0999999999999999,3.9940141560000439
1.2,3.9779662179820785
1.3,3.9770566132603999
1.4000000000000001,3.9884760994825812
1.5000000000000002,3.9909410207122789
1.6000000000000003,3.997727084384838
1.7000000000000004,3.9993017924722967
1.8000000000000005,3.9992983321110094
1.9000000000000006,3.9786273428204875
2.0000000000000004,3.9855092430763164
2.1000000000000005,4.0024527205405489
2.2000000000000006,3.9868276803401246
2.3000000000000007,3.9853142320406945
2.400000000000001,4.0287638138483306
2.500000000000001,4.0282374801783751
2.600000000000001,4.0425521943858591
2.700000000000001,4.053337736783833
2.800000000000001,4.0782556039068565
2.9000000000000012,4.0845412856489496
3.0000000000000013,4.1026818143204986
3.1000000000000014,4.1544183811101902
3.2000000000000015,4.1785929326446825
3.3000000000000016,4.2068473723092934
3.4000000000000017,4.2411976942768366
3.5000000000000018,4.2716119319469401
3.600000000000002,4.3189286557318161
3.700000000000002,4.3581621265461834
3.800000000000002,4.3905475995332539
3.900000000000002,4.4355971393676077
4.000000000000002,4.4977487171459618
4.100000000000001,4.5311425557040721
4.200000000000001,4.588434287222082
4.300000000000001,4.6460173570093675
4.4,4.7002556493209351
4.5,4.7687599182960856
4.6,4.8267277532649944
4.699999999999999,4.8901957057516006
4.799999999999999,4.9534881169545217
4.899999999999999,5.0310897766904166
4.999999999999998,5.1003763750587074
5.099999999999998,5.1705181574215935
6.099999999999998,6.046929999999017
7.099999999999998,6.997049999999415
8.099999999999998,7.970400000000188
9.099999999999998,8.88342000000075
10.099999999999998,9.765690000001186
