ratio,[ 0.67779158]
Anonymous
[24.099999999999998],20.738050000003145
optimal,[ 30.5965]
0,6.4901528523530834
0.1,6.5022426701077789
0.2,6.5380129496560011
0.30000000000000004,6.5155742694095355
0.4,6.497322419427749
0.5,6.5390454949513117
0.6,6.5271561304811367
0.7,6.5228061407958906
0.7999999999999999,6.4883939475325603
0.8999999999999999,6.4868080479964298
0.9999999999999999,6.4796240362800575
1.0999999999999999,6.4846033887967964
1.2,6.5084706223234363
1.3,6.4801710043557392
1.4000000000000001,6.5014218924398337
1.5000000000000002,6.506335120544791
1.6000000000000003,6.4821833557094513
1.7000000000000004,6.4685602785305809
1.8000000000000005,6.5130845001931323
1.9000000000000006,6.5043594492075627
2.0000000000000004,6.5116134709850835
2.1000000000000005,6.4901964589568619
2.2000000000000006,6.5254997930785246
2.3000000000000007,6.5235639816660482
2.400000000000001,6.5062606253627919
2.500000000000001,6.4818096604680653
2.600000000000001,6.4763002343046443
2.700000000000001,6.4933523072025832
2.800000000000001,6.5177867842862822
2.9000000000000012,6.5007089214014027
3.0000000000000013,6.5039302491217059
3.1000000000000014,6.4970052369918685
3.2000000000000015,6.5006798430345087
3.3000000000000016,6.4870327507885719
3.4000000000000017,6.5044831202470297
3.5000000000000018,6.5635351941976392
3.600000000000002,6.5270329294740135
3.700000000000002,6.5047299666847049
3.800000000000002,6.5287688161850008
3.900000000000002,6.5465676871147993
4.000000000000002,6.6092943774658384
4.100000000000001,6.6336760253231883
4.200000000000001,6.5831226626846879
4.300000000000001,6.6113989003417126
4.4,6.6496430000804381
4.5,6.6730216613162776
4.6,6.6896391906022084
4.699999999999999,6.7040009241028358
4.799999999999999,6.730003577964105
4.899999999999999,6.7697164449583926
4.999999999999998,6.8041436304738774
5.099999999999998,6.7993756010796629
6.099999999999998,7.1878215273538446
7.099999999999998,7.7080816144705091
8.099999999999998,8.3678787035417486
9.099999999999998,9.1574153971125991
10.099999999999998,10.092930000001374
11.099999999999998,10.973460000001712
12.099999999999998,11.884620000002007
13.099999999999998,12.716170000002224
14.099999999999998,13.45563000000237
15.099999999999998,14.35104000000256
16.099999999999998,15.137220000002685
17.099999999999998,15.870510000002778
18.099999999999998,16.565120000002846
19.099999999999998,17.289320000002917
20.099999999999998,17.98749000000298
21.099999999999998,18.869730000003077
22.099999999999998,19.507670000003106
23.099999999999998,20.17323000000314
24.099999999999998,20.738050000003145
